schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,concept_code,name_en,name_id,prerequisite_concept_ids,taxonomy_path,evidence
r014.backend.record,1.0.0,ttp.concept.identity_key_binding,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,identity_key_binding,identity–key binding,pengikatan identitas--kunci,[],computer-science/cryptography/identity_key_binding,"{""notes"":""Claim that a specific public key belongs to an identified subject."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.identity_key_binding""}"
r014.backend.record,1.0.0,ttp.concept.index_discrete_log,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,index_discrete_log,number-theoretic index / discrete logarithm,indeks / logaritma diskret,[],mathematics/number-theory/index_discrete_log,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.index_modulo,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,index_modulo,index modulo n,indeks modulo n,[],mathematics/number-theory/index_modulo,"{""notes"":""Synonym for the discrete logarithm in the later formal definition."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.index_modulo""}"
r014.backend.record,1.0.0,ttp.concept.index_relative,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,index_relative,index of b relative to a,indeks b relatif terhadap a,"[""ttp.concept.primitive_root"",""ttp.concept.discrete_logarithm""]",mathematics/number-theory/index_relative,"{""notes"":""Least positive `k` satisfying `b\\equiv a^k\\pmod n` when `a` is a primitive root modulo `n`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.index_relative""}"
r014.backend.record,1.0.0,ttp.concept.information_security,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,information_security,information security,keamanan informasi,[],computer-science/cryptography/information_security,"{""notes"":""Umbrella term for confidentiality, integrity, authentication, and non-repudiation in this chapter."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.information_security""}"
r014.backend.record,1.0.0,ttp.concept.information_theoretic_security,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,information_theoretic_security,information-theoretically secure,aman secara teori informasi,[],computer-science/cryptography/information_theoretic_security,"{""notes"":""Security proof does not assume bounded attacker computation."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.information_theoretic_security""}"
r014.backend.record,1.0.0,ttp.concept.injective,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,injective,injective,injektif,[],mathematics/number-theory/injective,"{""path"":""qa/frozen-boundaries/boundary11/yaintt-id.tex"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}"
r014.backend.record,1.0.0,ttp.concept.input_length,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,input_length,input length,panjang masukan,[],computer-science/cryptography/input_length,"{""notes"":""Maximum encoded digit/bit length of the relevant inputs; distinguish it from their numeric magnitude."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""complexity.input_length""}"
r014.backend.record,1.0.0,ttp.concept.integer,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,integer,integer,bilangan bulat,[],mathematics/number-theory/integer,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.integers_mod_n,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,integers_mod_n,integers modulo n,bilangan bulat modulo n,"[""ttp.concept.congruence_class"",""ttp.concept.modulo""]",mathematics/number-theory/integers_mod_n,"{""path"":""qa/frozen-boundaries/boundary10/yaintt-id.tex"",""target_sha256"":""e2eb275565a11f04e44c4009a3dae2df7af1f8a7ea05b24ef7e30037ee2dc2a8""}"
r014.backend.record,1.0.0,ttp.concept.integral_domain,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,integral_domain,integral domain / domain,domain integral / domain,"[""ttp.concept.zero_product_property""]",mathematics/number-theory/integral_domain,"{""notes"":""Ring with no nonzero zero divisors; the source uses the shorter word `domain`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""algebra.integral_domain""}"
r014.backend.record,1.0.0,ttp.concept.integrity,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,integrity,integrity,integritas,[],computer-science/cryptography/integrity,"{""notes"":""The recipient can verify that the message was not altered."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.integrity""}"
r014.backend.record,1.0.0,ttp.concept.kerckhoffs_principle,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,kerckhoffs_principle,Kerckhoffs's Principle,Prinsip Kerckhoffs,[],computer-science/cryptography/kerckhoffs_principle,"{""notes"":""Use the correct spelling `Kerckhoffs`, not the authority's `Kerckhoff's`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.kerckhoffs_principle""}"
r014.backend.record,1.0.0,ttp.concept.key,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key,key,kunci,[],computer-science/cryptography/key,"{""notes"":""Additional information required for successful decryption."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.key""}"
r014.backend.record,1.0.0,ttp.concept.key_distribution,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_distribution,key distribution,distribusi kunci,[],computer-science/cryptography/key_distribution,"{""notes"":""Central practical limitation of one-time pads."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.key_distribution""}"
r014.backend.record,1.0.0,ttp.concept.key_exchange,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,key_exchange,key exchange,pertukaran kunci,[],mathematics/number-theory/key_exchange,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.key_fingerprint,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_fingerprint,key fingerprint,sidik jari kunci,[],computer-science/cryptography/key_fingerprint,"{""notes"":""Full format-defined digest used to compare a public key; do not use MD5."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""pki.key_fingerprint""}"
r014.backend.record,1.0.0,ttp.concept.key_generation_algorithm,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_generation_algorithm,key-generation algorithm,algoritme pembangkitan kunci,[],computer-science/cryptography/key_generation_algorithm,"{""notes"":""Efficiently emits an associated public/private key pair; written `\\mathsf{Gen}`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.key_generation_algorithm""}"
r014.backend.record,1.0.0,ttp.concept.key_length,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_length,key length,panjang kunci,[],computer-science/cryptography/key_length,"{""notes"":""For Vigenère, the number of repeated shift components."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.key_length""}"
r014.backend.record,1.0.0,ttp.concept.key_position,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_position,key position,posisi kunci,[],computer-science/cryptography/key_position,"{""notes"":""One coordinate/substream in a repeated Vigenère key, not an alphabet letter."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.key_position""}"
r014.backend.record,1.0.0,ttp.concept.key_signing_party,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,key_signing_party,key-signing party,pertemuan penandatanganan kunci,[],computer-science/cryptography/key_signing_party,"{""notes"":""Event for direct identity and full-fingerprint verification before signing."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""pki.key_signing_party""}"
r014.backend.record,1.0.0,ttp.concept.keyspace,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,keyspace,keyspace,ruang kunci,[],computer-science/cryptography/keyspace,"{""notes"":""Set of every valid key for the cryptosystem."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.keyspace""}"
r014.backend.record,1.0.0,ttp.concept.lagranges_theorem,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,lagranges_theorem,Lagrange's Theorem,Teorema Lagrange,"[""ttp.concept.unit_group""]",mathematics/number-theory/lagranges_theorem,"{""notes"":""Used here through the divisibility of a subgroup order."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""algebra.lagranges_theorem""}"
r014.backend.record,1.0.0,ttp.concept.least_element,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,least_element,least element,elemen terkecil,[],mathematics/number-theory/least_element,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.least_squares,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,least_squares,least squares,kuadrat terkecil,[],computer-science/cryptography/least_squares,"{""notes"":""Statistical/linear-algebra equivalence stated by the source."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""stats.least_squares""}"
r014.backend.record,1.0.0,ttp.concept.letter_frequency,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,letter_frequency,letter frequency,frekuensi huruf,[],computer-science/cryptography/letter_frequency,"{""notes"":""Localize figure captions and index entries consistently."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.letter_frequency""}"
r014.backend.record,1.0.0,ttp.concept.linear_combination,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,linear_combination,linear combination,kombinasi linear,"[""ttp.concept.addition"",""ttp.concept.multiplication""]",mathematics/number-theory/linear_combination,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.linear_congruence,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,linear_congruence,linear congruence,kongruensi linear,"[""ttp.concept.congruence"",""ttp.concept.integer"",""ttp.concept.natural_number""]",mathematics/number-theory/linear_congruence,"{""path"":""qa/frozen-boundaries/boundary8/yaintt-id.tex"",""target_sha256"":""f4e17c49e2dc2e871fc6595e11daa97c8ad55e1a4eba2005488e9e841e68e749""}"
r014.backend.record,1.0.0,ttp.concept.man_in_the_middle_attack,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,man_in_the_middle_attack,man-in-the-middle attack,serangan man-in-the-middle,[],computer-science/cryptography/man_in_the_middle_attack,"{""notes"":""Active attacker substitutes keys and relays or alters traffic; retain the conventional technical phrase."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.man_in_the_middle_attack""}"
r014.backend.record,1.0.0,ttp.concept.mathematical_induction,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mathematical_induction,mathematical induction,induksi matematika,"[""ttp.concept.well_ordering_principle""]",mathematics/number-theory/mathematical_induction,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.message_representative,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,message_representative,message representative,wakil pesan,[],computer-science/cryptography/message_representative,"{""notes"":""Integer `H_n(m)` in `0,\\dots,n-1` obtained by encoding the digest for RSA."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.message_representative""}"
r014.backend.record,1.0.0,ttp.concept.message_space,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,message_space,message space,ruang pesan,[],computer-science/cryptography/message_space,"{""notes"":""Set of possible messages for the encrypted communication."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.message_space""}"
r014.backend.record,1.0.0,ttp.concept.modular_inverse,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,modular_inverse,modular inverse,invers modular,"[""ttp.concept.congruence"",""ttp.concept.modulo"",""ttp.concept.relatively_prime""]",mathematics/number-theory/modular_inverse,"{""path"":""qa/frozen-boundaries/boundary8/yaintt-id.tex"",""target_sha256"":""f4e17c49e2dc2e871fc6595e11daa97c8ad55e1a4eba2005488e9e841e68e749""}"
r014.backend.record,1.0.0,ttp.concept.modulo,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,modulo,modulo,modulo,"[""ttp.concept.congruence"",""ttp.concept.natural_number""]",mathematics/number-theory/modulo,"{""path"":""qa/frozen-boundaries/boundary7/yaintt-id.tex"",""target_sha256"":""8557e99ec0cc12ece98cb3a28706676d21d8c0526f526034a3178742acee5a79""}"
r014.backend.record,1.0.0,ttp.concept.multiple,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,multiple,multiple,kelipatan,"[""ttp.concept.divisibility""]",mathematics/number-theory/multiple,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.multiplication,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,multiplication,multiplication,perkalian,"[""ttp.concept.integer""]",mathematics/number-theory/multiplication,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.multiplicative_function,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,multiplicative_function,multiplicative function,fungsi multiplikatif,"[""ttp.concept.euler_phi_function"",""ttp.concept.relatively_prime"",""ttp.concept.multiplication""]",mathematics/number-theory/multiplicative_function,"{""path"":""qa/frozen-boundaries/boundary11/yaintt-id.tex"",""target_sha256"":""cccf9bac270237c36545b61973c49e02afc3d19a5828c7a9dfb1fed524ec9a53""}"
r014.backend.record,1.0.0,ttp.concept.multiplicative_inverse,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,multiplicative_inverse,multiplicative inverse,invers multiplikatif,"[""ttp.concept.multiplication"",""ttp.concept.identity_element""]",mathematics/number-theory/multiplicative_inverse,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.multiplicative_order,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,multiplicative_order,multiplicative order modulo n,orde multiplikatif modulo n,"[""ttp.concept.congruence"",""ttp.concept.modular_inverse""]",mathematics/number-theory/multiplicative_order,"{""notes"":""Written `\\ord_n(a)`; definition requires `n\\ge2` and `\\gcd(a,n)=1`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.multiplicative_order""}"
r014.backend.record,1.0.0,ttp.concept.mutually_relatively_prime,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,mutually_relatively_prime,mutually relatively prime,relatif prima secara bersama-sama,"[""ttp.concept.greatest_common_divisor"",""ttp.concept.relatively_prime""]",mathematics/number-theory/mutually_relatively_prime,"{""path"":""qa/frozen-boundaries/boundary5/yaintt-id.tex"",""target_sha256"":""a1e4f897c579852ae201e59f20538883cff4c07575a128ddfc24b6b19e2334d1""}"
r014.backend.record,1.0.0,ttp.concept.natural_number,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,natural_number,natural number,bilangan asli,[],mathematics/number-theory/natural_number,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.non_repudiation,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,non_repudiation,non-repudiation,nirpenyangkalan,[],computer-science/cryptography/non_repudiation,"{""notes"":""Preferred compact Indonesian legal/technical term; retain the source's sender scope."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""security.non_repudiation""}"
r014.backend.record,1.0.0,ttp.concept.octal,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,octal,octal,oktal,"[""ttp.concept.base_representation""]",mathematics/number-theory/octal,"{""path"":""qa/frozen-boundaries/boundary4/yaintt-id.tex"",""target_sha256"":""6579069bd8ca959042eaeba5b743d5eb4a3ed3e58828e55a827a30f0b0066859""}"
r014.backend.record,1.0.0,ttp.concept.one_time_pad,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,one_time_pad,one-time pad,pad sekali pakai,"[""ttp.concept.vigenere_cipher"",""ttp.concept.fresh_randomness""]",computer-science/cryptography/one_time_pad,"{""notes"":""Introduce the English term parenthetically once; use the Indonesian form thereafter."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.one_time_pad""}"
r014.backend.record,1.0.0,ttp.concept.one_way_function,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,one_way_function,one-way function,fungsi satu arah,[],computer-science/cryptography/one_way_function,"{""notes"":""Efficient forward evaluation with infeasible inversion on the relevant image."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.one_way_function""}"
r014.backend.record,1.0.0,ttp.concept.order_class_count,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,order_class_count,number of classes of order d modulo p,banyaknya kelas berorde d modulo p,"[""ttp.concept.primitive_root"",""ttp.concept.gauss_totient_sum""]",mathematics/number-theory/order_class_count,"{""notes"":""For prime `p` and positive `d\\mid p-1`, exactly `\\phi(d)` residue classes have order `d`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.order_class_count""}"
r014.backend.record,1.0.0,ttp.concept.order_of_power,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,order_of_power,order of a power,orde suatu pangkat,"[""ttp.concept.multiplicative_order"",""ttp.concept.greatest_common_divisor""]",mathematics/number-theory/order_of_power,"{""notes"":""`\\ord_n(a^k)=\\ord_n(a)/\\gcd(\\ord_n(a),k)`."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""nt.order_of_power""}"
r014.backend.record,1.0.0,ttp.concept.ownertrust,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,ownertrust,ownertrust / introducer trust,tingkat kepercayaan kepada pemilik kunci (ownertrust),[],computer-science/cryptography/ownertrust,"{""notes"":""Local judgment of how reliably a key owner certifies other identity--key bindings; distinct from mathematical signature validity."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""pki.ownertrust""}"
r014.backend.record,1.0.0,ttp.concept.pairwise_relatively_prime,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,pairwise_relatively_prime,pairwise relatively prime,relatif prima berpasangan,"[""ttp.concept.greatest_common_divisor"",""ttp.concept.relatively_prime""]",mathematics/number-theory/pairwise_relatively_prime,"{""path"":""qa/frozen-boundaries/boundary5/yaintt-id.tex"",""target_sha256"":""a1e4f897c579852ae201e59f20538883cff4c07575a128ddfc24b6b19e2334d1""}"
r014.backend.record,1.0.0,ttp.concept.parity,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,parity,parity,paritas,"[""ttp.concept.divisibility""]",mathematics/number-theory/parity,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.pigeonhole_principle,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-21T13:53:00+02:00,codex.r014.id-ID,,pigeonhole_principle,pigeonhole principle,prinsip sarang merpati,[],mathematics/number-theory/pigeonhole_principle,"{""path"":""qa/frozen-boundaries/boundary3/yaintt-id.tex"",""target_sha256"":""695c071582bdee94a297987c820195b31fe808c16dbb1c0f07559e2b2ed73666""}"
r014.backend.record,1.0.0,ttp.concept.plaintext,concept,active,ttp.r014.yaintt,ttp.r014.yaintt,,und,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,plaintext,plaintext / cleartext,plainteks / teks terang,[],computer-science/cryptography/plaintext,"{""notes"":""Introduce both attested forms together; `plainteks` is the compact running-text form."",""path"":""qa/review-candidates/boundary28-r2/TERMINOLOGY.md"",""sha256"":""3e3fe31baa8565bbc54cd6d789570cac18ed469f68cf683f08dd639ef92d9bd1"",""terminology_id"":""crypto.plaintext""}"
