schema,schema_version,record_id,entity_class,status,work_id,resource_id,edition_id,locale,created_at,responsible_workflow,supersedes,correction_type,authority_locator,source_text,target_text,rationale,evidence,upstream_report_disposition,affected_unit_ids,report_status
r014.backend.record,1.0.0,ttp.r014.correction.0057,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":427,""ledger_id"":""R014-ADV-0057"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":421}",Coset cover uses the wrong ambient set and relation,"The authority concludes that all unit classes lie in a coset but displays
`ZZ/nZZ` as a subset of the coset union. Nonunit classes need not lie in any of
those cosets, and the established cover is an equality on `(ZZ/nZZ)^*`. The
target displays that exact unit-group equality and states both inclusions.","The authority concludes that all unit classes lie in a coset but displays
`ZZ/nZZ` as a subset of the coset union. Nonunit classes need not lie in any of
those cosets, and the established cover is an equality on `(ZZ/nZZ)^*`. The
target displays that exact unit-group equality and states both inclusions.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0057"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.moaa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0058,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":436,""ledger_id"":""R014-ADV-0058"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":428}",Coset-equality argument leaves its exponent range unjustified,"The authority rewrites an arbitrary element of one coset using exponent
`q+j-k`, which may be negative even though the cyclic subgroup was defined
using exponents `1,...,ord_n(a)`. The same sentence also repeats the broken
phrase `is can be expressed`. The target proves one inclusion, reduces powers
modulo the order into the defined range, and obtains equality from the equal
finite cardinalities.","The authority rewrites an arbitrary element of one coset using exponent
`q+j-k`, which may be negative even though the cyclic subgroup was defined
using exponents `1,...,ord_n(a)`. The same sentence also repeats the broken
phrase `is can be expressed`. The target proves one inclusion, reduces powers
modulo the order into the defined range, and obtains equality from the equal
finite cardinalities.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0058"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.moaa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0059,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":442,""ledger_id"":""R014-ADV-0059"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":437}",Euler proof invokes an order that is undefined at modulus one,"Euler's theorem is stated for every `n in N`, but the proof immediately invokes
`ord_n(a)`, which the preceding definition only supplies for `n>=2`. The target
proves the `n=1` case directly and then applies the order theorem for `n>=2`.","Euler's theorem is stated for every `n in N`, but the proof immediately invokes
`ord_n(a)`, which the preceding definition only supplies for `n>=2`. The target
proves the `n=1` case directly and then applies the order theorem for `n>=2`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0059"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.moaa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0060,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":447,""ledger_id"":""R014-ADV-0060"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":443}",Remainder exercise has singular–plural disagreement,"The authority asks `What are the remainder` while requesting two separate
remainders. The target asks the two division questions explicitly.","The authority asks `What are the remainder` while requesting two separate
remainders. The target asks the two division questions explicitly.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0060"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.moaa""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0061,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":454,""ledger_id"":""R014-ADV-0061"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":448}",Fermat permutation proof gives false difference bounds,"For `0<=j,k<p`, the authority claims `-p+1<j-k<p-1`, which excludes the
possible endpoint differences `-(p-1)` and `p-1`. The needed and correct bound
is `-p<j-k<p`; it still shows that the only multiple of `p` in the range is
zero. The target uses that bound.","For `0<=j,k<p`, the authority claims `-p+1<j-k<p-1`, which excludes the
possible endpoint differences `-(p-1)` and `p-1`. The needed and correct bound
is `-p<j-k<p`; it still shows that the only multiple of `p` in the range is
zero. The target uses that bound.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0061"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.aatflaet""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0062,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":459,""ledger_id"":""R014-ADV-0062"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":455}",Fermat product display contains a duplicated product symbol,"The authority writes `1\cdot\cdot2` on the right-hand side of the product
congruence. The target restores `1\cdot2`.","The authority writes `1\cdot\cdot2` on the right-hand side of the product
congruence. The target restores `1\cdot2`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0062"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.aatflaet""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0063,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":466,""ledger_id"":""R014-ADV-0063"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":460}",Euler permutation set drops the final factor,"The authority defines `M_a^*` with first term `[b_1a]_n` but final term
`[b_{phi(n)}]_n`, omitting the factor `a`. The subsequent distinctness and
product arguments require every listed unit class to be multiplied by `a`.
The target restores `[b_{phi(n)}a]_n`.","The authority defines `M_a^*` with first term `[b_1a]_n` but final term
`[b_{phi(n)}]_n`, omitting the factor `a`. The subsequent distinctness and
product arguments require every listed unit class to be multiplied by `a`.
The target restores `[b_{phi(n)}a]_n`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0063"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.aatflaet""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0064,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":473,""ledger_id"":""R014-ADV-0064"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":467}",Alternate Euler proof again omits the modulus-one case,"The theorem includes `n=1`, but its displayed enumeration of unit
representatives requires `1<=b_1<...<b_{phi(n)}<n` and therefore cannot be
formed at modulus one. The target proves `n=1` directly, then performs the
unit-permutation argument for `n>=2`.","The theorem includes `n=1`, but its displayed enumeration of unit
representatives requires `1<=b_1<...<b_{phi(n)}<n` and therefore cannot be
formed at modulus one. The target proves `n=1` directly, then performs the
unit-permutation argument for `n>=2`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0064"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.aatflaet""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0065,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":479,""ledger_id"":""R014-ADV-0065"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":474}",Decryption definition is indexed under ciphertext,"The authority's definition of decrypting a ciphertext inserts
`\index{ciphertext}` rather than an index entry for decryption. The target
indexes the operation as `dekripsi`.","The authority's definition of decrypting a ciphertext inserts
`\index{ciphertext}` rather than an index entry for decryption. The target
indexes the operation as `dekripsi`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0065"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0066,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":485,""ledger_id"":""R014-ADV-0066"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":480}",Scytale authentication explanation contains two broken phrases,"The authority calls the device `a simple from of authentication` and says that
Alice has a scytale `matching ... to the Bob's`. The target renders the intended
claim as a simple authentication mechanism based on a scytale matching Bob's.","The authority calls the device `a simple from of authentication` and says that
Alice has a scytale `matching ... to the Bob's`. The target renders the intended
claim as a simple authentication mechanism based on a scytale matching Bob's.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0066"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0067,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":491,""ledger_id"":""R014-ADV-0067"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":486}",Key-secrecy paragraph uses the wrong adverbial form,"The authority refers to `the key for a particularly communication channel`.
The intended phrase is `the key for a particular communication channel`; the
target translates that meaning.","The authority refers to `the key for a particularly communication channel`.
The intended phrase is `the key for a particular communication channel`; the
target translates that meaning.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0067"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0068,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":499,""ledger_id"":""R014-ADV-0068"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":492}",Kerckhoffs passage misspells the name and misstates the role,"The authority writes `Kerckhoff's Principle` and describes its namesake as `a
French military cryptography`. The target uses the correct spelling
`Kerckhoffs`, identifies Auguste Kerckhoffs as the author, and names his 1883
two-part work *La Cryptographie militaire* without inheriting the malformed
role phrase.","The authority writes `Kerckhoff's Principle` and describes its namesake as `a
French military cryptography`. The target uses the correct spelling
`Kerckhoffs`, identifies Auguste Kerckhoffs as the author, and names his 1883
two-part work *La Cryptographie militaire* without inheriting the malformed
role phrase.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0068"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0069,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":505,""ledger_id"":""R014-ADV-0069"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":500}",Greek `kryptos` headword omits its accent,"The authority ends the Greek root with `\tau o\varsigma` (κρυπτος). The
correct headword is κρυπτός, so the target restores the acute accent as
`\tau\acute{o}\varsigma` in both the visible entry and its index entry.","The authority ends the Greek root with `\tau o\varsigma` (κρυπτος). The
correct headword is κρυπτός, so the target restores the acute accent as
`\tau\acute{o}\varsigma` in both the visible entry and its index entry.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0069"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0070,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":512,""ledger_id"":""R014-ADV-0070"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":506}",Greek `scytale` headword omits lambda,"The authority prints `\sigma\kappa\upsilon\tau\acute{\alpha}\eta`
(σκυτάη), which is not the intended headword. The target restores the missing
`\lambda` in σκυτάλη:
`\sigma\kappa\upsilon\tau\acute{\alpha}\lambda\eta`.","The authority prints `\sigma\kappa\upsilon\tau\acute{\alpha}\eta`
(σκυτάη), which is not the intended headword. The target restores the missing
`\lambda` in σκυτάλη:
`\sigma\kappa\upsilon\tau\acute{\alpha}\lambda\eta`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0070"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ssh""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0071,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":520,""ledger_id"":""R014-ADV-0071"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":513}",Vigenère decryption refers to an undefined scalar key,"The authority tells Bob to move every letter `k` places backward, although the
defined key is the vector `\vec{k}=(k_1,\dots,k_\ell)` and no scalar `k` is
defined in that construction. The target states that each letter is shifted by
the corresponding key component and preserves the equivalent inverse key
`-\vec{k}`.","The authority tells Bob to move every letter `k` places backward, although the
defined key is the vector `\vec{k}=(k_1,\dots,k_\ell)` and no scalar `k` is
defined in that construction. The target states that each letter is shifted by
the corresponding key component and preserves the equivalent inverse key
`-\vec{k}`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0071"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0072,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":526,""ledger_id"":""R014-ADV-0072"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":521}",Vigenère key sentence lacks its grammatical head,"The authority says `the key in Vigenère is a written down, memorized, and
shared ... in the form of a word`. The target supplies the intended
construction: the key is a word that is written down, memorized, and shared.","The authority says `the key in Vigenère is a written down, memorized, and
shared ... in the form of a word`. The target supplies the intended
construction: the key is a word that is written down, memorized, and shared.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0072"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0073,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":531,""ledger_id"":""R014-ADV-0073"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":527}",Diplomatic-cipher description uses the wrong homophone,"The authority calls Vigenère `the principle diplomatic cipher`; the intended
adjective is `principal`. The target renders this as `cipher diplomatik utama`.","The authority calls Vigenère `the principle diplomatic cipher`; the intended
adjective is `principal`. The target renders this as `cipher diplomatik utama`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0073"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0074,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":537,""ledger_id"":""R014-ADV-0074"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":532}",Bitwise-encryption explanation repeats a whole phrase,"The authority begins a sentence `Another way of saying that is to say that is
that`. The target removes the duplicated wording while preserving the
bit-addition statement in `\ZZ/2\ZZ`.","The authority begins a sentence `Another way of saying that is to say that is
that`. The target removes the duplicated wording while preserving the
bit-addition statement in `\ZZ/2\ZZ`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0074"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0075,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":543,""ledger_id"":""R014-ADV-0075"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":538}",Octavian is described as Caesar's nephew,"The authority calls Octavian Julius Caesar's nephew. Octavian was the grandson
of Caesar's sister Julia and therefore Caesar's great-nephew. The target states
that exact family relationship without changing the surrounding cipher history.","The authority calls Octavian Julius Caesar's nephew. Octavian was the grandson
of Caesar's sister Julia and therefore Caesar's great-nephew. The target states
that exact family relationship without changing the surrounding cipher history.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0075"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0076,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":548,""ledger_id"":""R014-ADV-0076"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":544}",Kerckhoffs is misspelled again,"The frequency-analysis section again writes `Kerckhoff's Principle`. The
target consistently uses the correct name `Prinsip Kerckhoffs`.","The frequency-analysis section again writes `Kerckhoff's Principle`. The
target consistently uses the correct name `Prinsip Kerckhoffs`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0076"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
r014.backend.record,1.0.0,ttp.r014.correction.0077,correction,active,ttp.r014.yaintt,ttp.r014.yaintt,ttp.r014.edition.id-id.boundary28-r2,mul,2026-08-22T03:06:00+02:00,codex.r014.id-ID,,source-backed correction documented in authoritative adverse ledger,"{""end_line"":554,""ledger_id"":""R014-ADV-0077"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""start_line"":549}",Vigenère paragraph makes `decryption` singular,"The authority says that a computer generates `all of those possible
decryption` while referring to nearly twelve million separate results. The
target uses the intended plural, `semua kemungkinan dekripsi`.","The authority says that a computer generates `all of those possible
decryption` while referring to nearly twelve million separate results. The
target uses the intended plural, `semua kemungkinan dekripsi`.","{""evidence_sha256"":""dd4de4ca603dc1bf67b635bce3199fcdbf6bcacbc3b8d3736350b5a825a00f57"",""ledger_id"":""R014-ADV-0077"",""path"":""qa/review-candidates/boundary28-r2/ADVERSE_LEDGER.md"",""target_path"":""qa/review-candidates/boundary28-r2/yaintt-id.tex"",""target_sha256"":""b1dd2926dc8bfdb84c6a3b4605490a8d96b14c44d89653867160d701fa0f17db""}","hold for at most one concise, deduplicated, high-confidence final upstream report","[""ttp.r014.unit.sec.ccaiv""]",not_sent
